name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_FFTT1,VDF_cap1
,0,2901206,71,95,1,166.55722498049678,1,120,,motorway,1,"LINESTRING (-112.0423395 33.4614843, -112.0416822 33.4614056, -112.0411917 33.4613469, -112.0405593 33.4612912)",auto,0,1,,
,1,5562629,2,215,1,47.755782092432696,1,120,,motorway,1,"LINESTRING (-112.0375606 33.4521749, -112.0375987 33.4517466)",auto,0,1,,
,2,5563640,459,6,1,239.9962809033156,2,120,,motorway,1,"LINESTRING (-112.0880899 33.4611032, -112.0880508 33.4610969, -112.0855491 33.4606966)",auto,0,1,,
,3,5568967,187,26,1,276.8505693709242,1,120,,motorway,1,"LINESTRING (-112.0786775 33.4290323, -112.0789094 33.4291251, -112.0790946 33.429151, -112.0795397 33.4292186, -112.0799072 33.4292857, -112.0804464 33.4293799, -112.0808433 33.4294536, -112.0810686 33.4294894, -112.0812724 33.4295185, -112.0814234 33.4295418, -112.0815418 33.4296348)",auto,0,1,,
,4,5568973,25,10,1,317.9857178281852,1,120,,motorway,1,"LINESTRING (-112.0815486 33.4288387, -112.0810411 33.4288394, -112.0798344 33.4288251, -112.0787376 33.4288, -112.0781238 33.4288325)",auto,0,1,,
,5,5570019,123,81,1,106.39535367386881,2,120,,motorway,1,"LINESTRING (-112.0666925 33.4616389, -112.0665217 33.4616286, -112.0664146 33.4616279, -112.0663288 33.4616308, -112.0662456 33.4616404, -112.0661704 33.4616508, -112.0660952 33.4616655, -112.0660306 33.4616825, -112.0659519 33.4617076, -112.0658528 33.4617438, -112.0657767 33.4617785, -112.0657006 33.4618161, -112.0656104 33.4618685)",auto,0,1,,
,6,5572767,199,12,1,121.90440134679508,1,72,,motorway,1,"LINESTRING (-112.0377189 33.4441084, -112.0376941 33.4438998, -112.0376621 33.4436462, -112.0376052 33.4430163)",auto,0,1,,
,7,5579646,16,476,1,266.99249276096697,1,120,,motorway,1,"LINESTRING (-112.098958 33.4285682, -112.0983027 33.4286808, -112.0961207 33.4289629)",auto,0,1,,
,8,5582399,77,477,1,222.6927885844551,1,120,,motorway,1,"LINESTRING (-112.052926 33.4618392, -112.0522567 33.4617577, -112.0519195 33.4617526, -112.051597 33.4617414, -112.0511599 33.4617178, -112.050649 33.4616819, -112.0505359 33.4616743)",auto,0,1,,
,9,15667106,49,417,1,119.18298089729277,2,120,,motorway,1,"LINESTRING (-112.0289859 33.462512, -112.0293721 33.462451, -112.0295272 33.4624265, -112.029672 33.462393, -112.0298175 33.4623521, -112.0299729 33.4622829, -112.0300878 33.4622232, -112.0301792 33.4621602)",auto,0,1,,
Piestewa Freeway,10,15780776,473,209,1,239.85457135407057,2,120,,motorway,1,"LINESTRING (-112.0370302 33.4490178, -112.0370195 33.4492569, -112.0369725 33.4497748, -112.0368814 33.450411, -112.0367849 33.4511644)",auto,0,0,,
,11,18707724,51,52,1,55.41957009823824,1,120,,motorway,1,"LINESTRING (-112.0389171 33.4835556, -112.038973 33.4834398, -112.0390003 33.4834092, -112.0390509 33.4833682, -112.0391032 33.4833485, -112.0391734 33.4833431, -112.0392584 33.4833725, -112.039334 33.4834411)",auto,0,1,,
,12,18707731,491,310,1,16.244105787816725,1,72,,motorway,1,"LINESTRING (-112.0413112 33.4858, -112.0412517 33.4856626)",auto,0,1,,
,13,18749885,61,256,1,154.75449581940063,2,104,,motorway,1,"LINESTRING (-112.0284441 33.4264391, -112.0291284 33.4266689, -112.0295305 33.426778, -112.0300205 33.4268871)",auto,1,0,,
,14,18749885,256,61,1,154.75449581940063,2,104,,motorway,1,"LINESTRING (-112.0300205 33.4268871, -112.0295305 33.426778, -112.0291284 33.4266689, -112.0284441 33.4264391)",auto,1,0,,
,15,18830862,42,444,1,371.6571077560321,1,120,,motorway,1,"LINESTRING (-112.0384484 33.4738749, -112.0383805 33.4742955, -112.0383705 33.4747241, -112.0383377 33.4751444, -112.0382755 33.4755853, -112.0381916 33.476151, -112.0381135 33.4767772, -112.0380655 33.4771999)",auto,0,1,,
,16,18847482,86,400,1,148.16697711811722,2,120,,motorway,1,"LINESTRING (-112.0636789 33.4626872, -112.0638633 33.4627342, -112.0640792 33.4627761, -112.0642941 33.4628141, -112.0645299 33.4628559, -112.0646459 33.4628832, -112.0647569 33.4629228, -112.0648328 33.4629706, -112.064885 33.4630173, -112.064905 33.4630472, -112.0649458 33.4631081, -112.0649747 33.4631911, -112.0649782 33.4632585)",auto,0,1,,
Red Mountain Freeway,17,18847485,72,71,1,308.4604624509129,3,104,,motorway,1,"LINESTRING (-112.0456301 33.4618093, -112.0441814 33.4617653, -112.0439025 33.4617519, -112.0437417 33.4617304, -112.0435517 33.4617071, -112.0423395 33.4614843)",auto,0,0,,
,18,18848361,45,192,1,289.2780455516919,1,104,,motorway,1,"LINESTRING (-112.0338147 33.462523, -112.0344969 33.4625983, -112.0353343 33.4627214, -112.0358502 33.4627616, -112.0361531 33.4627382, -112.0363991 33.4626921, -112.0366208 33.462633, -112.0368697 33.4625399)",auto,0,1,,
,19,18848413,92,392,1,24.525739100796155,1,72,,motorway,1,"LINESTRING (-112.0383632 33.4648061, -112.0384112 33.4645892)",auto,0,1,,
